Player,Pos,School,College,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,drafted,year,drafted_team,drafted_pick,drafted_year,cfb_link,cav_url,cfb_school,cfb_Conf,cfb_G,cfb_Completions,cfb_Attempts,cfb_CompPct,cfb_PassingYds,cfb_YdsPerAtt,cfb_AdjPassPerAtt,cfb_Tds,cfb_Int,cfb_rating,nfl_cav
Derek Carr,QB,Fresno State,College Stats,6-2,214,4.69,34.5,,110,,4.20,"Oakland Raiders,2nd,36th pick,2014",2014,Oakland Raiders,36,2014,https://www.sports-reference.com/cfb/players/derek-carr-1.html,/players/C/CarrDe02.htm,Fresno State,NA,44,1087,1630,66.7,12843,7.9,8.6,113,24,152.8,66
David Fales,QB,San Jose State,College Stats,6-2,212,4.99,28.0,,103,7.55,4.50,"Chicago Bears,6th,183rd pick,2014",2014,Chicago Bears,183,2014,https://www.sports-reference.com/cfb/players/david-fales-1.html,/players/F/FaleDa00.htm,San Jose State,NA,25,639,938,68.1,8382,8.9,9.3,66,22,161.7,1
Jimmy Garoppolo,QB,East. Illinois,,6-2,226,4.97,30.5,,110,7.04,4.26,"New England Patriots,2nd,62nd pick,2014",2014,New England Patriots,62,2014,NA,/players/G/GaroJi00.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
Jordan Lynch,QB,Northern Illinois,College Stats,6-0,217,4.76,29.5,,109,6.55,4.20,",,,",2014,,,,https://www.sports-reference.com/cfb/players/jordan-lynch-1.html,/players/L/LyncJo01.htm,Northern Illinois,NA,50,509,824,61.8,6209,7.5,8.0,51,14,142.1,NA
Johnny Manziel,QB,Texas A&M,College Stats,6-0,207,4.68,31.5,,113,6.75,4.03,"Cleveland Browns,1st,22nd pick,2014",2014,Cleveland Browns,22,2014,https://www.sports-reference.com/cfb/players/johnny-manziel-1.html,/players/M/ManzJo00.htm,Texas A&M,NA,26,595,863,68.9,7820,9.1,9.4,63,22,164.1,4
Jeff Mathews,QB,Cornell,,6-4,223,5.26,25.5,,105,7.14,4.36,",,,",2014,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. McCarron,QB,Alabama,College Stats,6-3,220,4.94,28.0,,99,7.18,4.34,"Cincinnati Bengals,5th,164th pick,2014",2014,Cincinnati Bengals,164,2014,https://www.sports-reference.com/cfb/players/aj-mccarron-1.html,/players/M/McCaA.00.htm,Alabama,NA,53,686,1026,66.9,9019,8.8,9.6,77,15,162.5,4
Zach Mettenberger,QB,LSU,College Stats,6-5,224,,,,,,,"Tennessee Titans,6th,178th pick,2014",2014,Tennessee Titans,178,2014,https://www.sports-reference.com/cfb/players/zach-mettenberger-1.html,/players/M/MettZa00.htm,LSU,NA,30,407,659,61.8,5783,8.8,8.8,35,15,148.4,1
Stephen Morris,QB,Miami (FL),College Stats,6-2,213,4.63,30.0,,111,7.36,4.49,",,,",2014,,,,https://www.sports-reference.com/cfb/players/stephen-morris-1.html,/players/M/MorrSt00.htm,Miami (FL),NA,36,551,955,57.7,7896,8.3,7.9,49,30,137.8,NA
Aaron Murray,QB,Georgia,College Stats,6-0,207,4.84,,,,,,"Kansas City Chiefs,5th,163rd pick,2014",2014,Kansas City Chiefs,163,2014,https://www.sports-reference.com/cfb/players/aaron-murray-1.html,/players/M/MurrAa00.htm,Georgia,NA,52,921,1478,62.3,13166,8.9,9.3,121,41,158.6,NA
Bryn Renner,QB,North Carolina,College Stats,6-3,228,4.87,25.5,,108,7.22,4.30,",,,",2014,,,,https://www.sports-reference.com/cfb/players/bryn-renner-1.html,/players/R/RennBr01.htm,North Carolina,NA,35,668,1005,66.5,8221,8.2,8.3,64,25,151.2,NA
Tom Savage,QB,Pittsburgh,College Stats,6-4,228,4.97,27.0,,105,7.33,4.36,"Houston Texans,4th,135th pick,2014",2014,Houston Texans,135,2014,https://www.sports-reference.com/cfb/players/tom-savage-1.html,/players/S/SavaTo00.htm,Pitt,NA,31,238,389,61.2,2958,7.6,7.6,21,9,138.2,3
Connor Shaw,QB,South Carolina,College Stats,6-0,206,4.66,34.0,,116,7.07,4.33,",,,",2014,,,,https://www.sports-reference.com/cfb/players/connor-shaw-1.html,/players/S/ShawCo00.htm,South Carolina,NA,43,480,733,65.5,6074,8.3,8.8,56,16,155.9,0
Logan Thomas,QB,Virginia Tech,College Stats,6-6,248,4.61,35.5,,118,7.05,4.18,"Arizona Cardinals,4th,120th pick,2014",2014,Arizona Cardinals,120,2014,https://www.sports-reference.com/cfb/players/logan-thomas-1.html,/players/T/ThomLo00.htm,Virginia Tech,NA,47,693,1248,55.5,9003,7.2,6.6,52,39,123.6,7
Dustin Vaughan,QB,West Texas A&M,,6-5,235,4.95,29.0,,108,7.25,4.43,",,,",2014,,,,NA,/players/V/VaugDu00.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keith Wenning,QB,Ball State,College Stats,6-3,218,5.00,28.0,,100,7.07,4.25,"Baltimore Ravens,6th,194th pick,2014",2014,Baltimore Ravens,194,2014,https://www.sports-reference.com/cfb/players/keith-wenning-1.html,/players/W/WennKe00.htm,Ball State,NA,49,1035,1642,63.0,11402,6.9,6.9,92,42,134.7,NA
Bryan Bennett,QB,SE Louisiana,,6-2,211,4.81,37.0,,125,7.13,4.20,",,,",2015,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Boone,QB,Duke,College Stats,6-0,231,5.03,26.5,,100,7.47,4.62,",,,",2015,,,,https://www.sports-reference.com/cfb/players/anthony-boone-1.html,/players/B/BoonAn00.htm,Duke,NA,46,540,923,58.5,5789,6.3,5.9,38,24,119.6,NA
Brandon Bridge,QB,South Alabama,College Stats,6-4,229,4.72,33.0,,110,7.18,4.37,",,,",2015,,,,https://www.sports-reference.com/cfb/players/brandon-bridge-1.html,/players/B/BridBr00.htm,South Alabama,NA,20,189,373,50.7,2325,6.2,5.9,16,10,111.8,NA
Shane Carden,QB,East Carolina,College Stats,6-2,218,4.94,29.5,,104,7.17,4.45,",,,",2015,,,,https://www.sports-reference.com/cfb/players/shane-carden-1.html,/players/C/CardSh00.htm,East Carolina,NA,39,1052,1579,66.6,11991,7.6,7.8,86,30,144.6,NA
Cody Fajardo,QB,Nevada,College Stats,6-1,223,4.63,32.5,,118,6.95,4.10,",,,",2015,,,,https://www.sports-reference.com/cfb/players/cody-fajardo-1.html,/players/F/FajaCo00.htm,Nevada,NA,45,878,1348,65.1,9659,7.2,7.0,57,29,135.0,NA
Garrett Grayson,QB,Colorado State,College Stats,6-2,213,4.75,,,,,,"New Orleans Saints,3rd,75th pick,2015",2015,New Orleans Saints,75,2015,https://www.sports-reference.com/cfb/players/garrett-grayson-1.html,/players/G/GrayGa00.htm,Colorado State,NA,37,688,1113,61.8,9190,8.3,8.3,64,27,145.3,0
Connor Halliday,QB,Washington State,College Stats,6-3,204,4.87,,,,,,",,,",2015,,,,https://www.sports-reference.com/cfb/players/connor-halliday-1.html,/players/H/HallCo00.htm,Washington State,NA,35,1014,1634,62.1,11308,6.9,6.6,90,50,132.2,NA
Brett Hundley,QB,UCLA,College Stats,6-3,226,4.63,36.0,,120,6.93,3.98,"Green Bay Packers,5th,147th pick,2015",2015,Green Bay Packers,147,2015,https://www.sports-reference.com/cfb/players/brett-hundley-1.html,/players/H/HundBr00.htm,UCLA,NA,40,837,1241,67.4,9966,8.0,8.3,75,25,150.8,5
Jerry Lovelocke,QB,Prairie View,,6-4,248,4.99,31.5,,113,7.30,4.51,",,,",2015,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Mannion,QB,Oregon State,College Stats,6-6,229,5.14,31.0,,105,7.29,4.39,"St. Louis Rams,3rd,89th pick,2015",2015,St. Louis Rams,89,2015,https://www.sports-reference.com/cfb/players/sean-mannion-1.html,/players/M/MannSe00.htm,Oregon State,NA,47,1187,1838,64.6,13600,7.4,7.0,83,54,135.8,1
Marcus Mariota,QB,Oregon,College Stats,6-4,222,4.52,36.0,,121,6.87,4.11,"Tennessee Titans,1st,2nd pick,2015",2015,Tennessee Titans,2,2015,https://www.sports-reference.com/cfb/players/marcus-mariota-1.html,/players/M/MariMa01.htm,Oregon,NA,41,779,1167,66.8,10796,9.3,10.5,105,14,171.8,45
Bryce Petty,QB,Baylor,College Stats,6-3,230,4.87,34.0,,121,6.91,4.13,"New York Jets,4th,103rd pick,2015",2015,New York Jets,103,2015,https://www.sports-reference.com/cfb/players/bryce-petty-1.html,/players/P/PettBr01.htm,Baylor,NA,37,530,845,62.7,8195,9.7,10.6,62,10,166.0,4
Blake Sims,QB,Alabama,College Stats,5-11,218,4.57,30.5,,115,,,",,,",2015,,,,https://www.sports-reference.com/cfb/players/blake-sims-2.html,/players/S/SimsBl01.htm,Alabama,NA,37,275,430,64.0,3731,8.7,9.0,30,10,155.2,NA
Jameis Winston,QB,Florida State,College Stats,6-4,231,4.97,28.5,,103,7.16,4.36,"Tampa Bay Buccaneers,1st,1st pick,2015",2015,Tampa Bay Buccaneers,1,2015,https://www.sports-reference.com/cfb/players/jameis-winston-1.html,/players/W/WinsJa00.htm,Florida State,NA,27,562,851,66.0,7964,9.4,9.4,65,28,163.3,54
Vernon Adams,QB,Oregon,College Stats,5-11,200,4.83,29.5,,114,6.82,4.20,",,,",2016,,,,https://www.sports-reference.com/cfb/players/vernon-adams-1.html,NA,Oregon,NA,10,168,259,64.9,2643,10.2,11.2,26,6,179.1,NA
Brandon Allen,QB,Arkansas,College Stats,6-1,217,4.84,28.0,,110,7.06,4.33,"Jacksonville Jaguars,6th,201st pick,2016",2016,Jacksonville Jaguars,201,2016,https://www.sports-reference.com/cfb/players/brandon-allen-2.html,/players/A/AlleBr00.htm,Arkansas,NA,42,583,1016,57.4,7463,7.3,7.5,64,26,134.8,4
Trevone Boykin,QB,TCU,College Stats,6-0,212,4.77,32.0,,110,,4.40,",,,",2016,,,,https://www.sports-reference.com/cfb/players/trevone-boykin-1.html,/players/B/BoykTr00.htm,Texas Christian,NA,48,829,1355,61.2,10727,7.9,8.0,86,37,143.2,0
Jacoby Brissett,QB,North Carolina State,College Stats,6-4,231,4.94,31.0,,113,7.17,4.53,"New England Patriots,3rd,91st pick,2016",2016,New England Patriots,91,2016,https://www.sports-reference.com/cfb/players/jacoby-brissett-2.html,/players/B/BrisJa00.htm,North Carolina State,NA,39,458,765,59.9,5268,6.9,7.4,43,11,133.4,22
Connor Cook,QB,Michigan State,College Stats,6-4,217,4.79,33.0,,113,7.21,4.28,"Oakland Raiders,4th,100th pick,2016",2016,Oakland Raiders,100,2016,https://www.sports-reference.com/cfb/players/connor-cook-1.html,/players/C/CookCo00.htm,Michigan State,NA,43,673,1170,57.5,9194,7.9,8.2,71,22,139.8,0
Brandon Doughty,QB,Western Kentucky,College Stats,6-3,213,5.22,27.0,,103,7.49,4.52,"Miami Dolphins,7th,223rd pick,2016",2016,Miami Dolphins,223,2016,https://www.sports-reference.com/cfb/players/brandon-doughty-1.html,/players/D/DougBr00.htm,Western Kentucky,NA,43,1023,1491,68.6,12855,8.6,9.1,111,34,161.0,NA
Jeff Driskel,QB,Louisiana Tech,College Stats,6-4,234,4.56,32.0,,122,7.19,4.25,"San Francisco 49ers,6th,207th pick,2016",2016,San Francisco 49ers,207,2016,https://www.sports-reference.com/cfb/players/jeff-driskel-1.html,/players/D/DrisJe00.htm,Louisiana Tech,NA,42,279,448,62.3,4026,9.0,9.4,27,8,154.1,6
Jared Goff,QB,California,College Stats,6-4,215,4.82,27.0,,110,7.17,4.47,"Los Angeles Rams,1st,1st pick,2016",2016,Los Angeles Rams,1,2016,https://www.sports-reference.com/cfb/players/jared-goff-1.html,/players/G/GoffJa00.htm,California,NA,37,977,1568,62.3,12195,7.8,8.1,96,30,144.0,49
Christian Hackenberg,QB,Penn State,College Stats,6-4,223,4.78,31.0,,114,7.04,4.33,"New York Jets,2nd,51st pick,2016",2016,New York Jets,51,2016,https://www.sports-reference.com/cfb/players/christian-hackenberg-1.html,/players/H/HackCh01.htm,Penn State,NA,38,693,1235,56.1,8457,6.8,6.5,48,31,121.4,NA
Kevin Hogan,QB,Stanford,College Stats,6-3,218,4.78,32.5,,113,6.90,4.31,"Kansas City Chiefs,5th,162nd pick,2016",2016,Kansas City Chiefs,162,2016,https://www.sports-reference.com/cfb/players/kevin-hogan-2.html,/players/H/HogaKe00.htm,Stanford,NA,51,727,1103,65.9,9385,8.5,8.7,75,29,154.6,2
Cardale Jones,QB,Ohio State,College Stats,6-5,253,4.81,36.0,,,,,"Buffalo Bills,4th,139th pick,2016",2016,Buffalo Bills,139,2016,https://www.sports-reference.com/cfb/players/cardale-jones-1.html,/players/J/JoneCa01.htm,Ohio State,NA,23,166,269,61.7,2322,8.6,8.6,15,7,147.4,0
Cody Kessler,QB,USC,College Stats,6-1,220,4.89,29.5,,104,7.32,4.00,"Cleveland Browns,3rd,93rd pick,2016",2016,Cleveland Browns,93,2016,https://www.sports-reference.com/cfb/players/cody-kessler-1.html,/players/K/KessCo00.htm,USC,NA,51,851,1261,67.5,10339,8.2,8.9,88,19,156.4,5
Paxton Lynch,QB,Memphis,College Stats,6-7,244,4.86,36.0,,118,7.14,4.26,"Denver Broncos,1st,26th pick,2016",2016,Denver Broncos,26,2016,https://www.sports-reference.com/cfb/players/paxton-lynch-1.html,/players/L/LyncPa00.htm,Memphis,NA,38,758,1205,62.9,8863,7.4,7.5,59,23,137.0,2
Dak Prescott,QB,Mississippi State,College Stats,6-2,226,4.79,32.5,,116,7.11,4.32,"Dallas Cowboys,4th,135th pick,2016",2016,Dallas Cowboys,135,2016,https://www.sports-reference.com/cfb/players/dak-prescott-1.html,/players/P/PresDa01.htm,Mississippi State,NA,49,734,1169,62.8,9376,8.0,8.3,70,23,146.0,58
Joel Stave,QB,Wisconsin,College Stats,6-5,236,4.80,33.5,,115,7.29,4.33,",,,",2016,,,,https://www.sports-reference.com/cfb/players/joel-stave-1.html,/players/S/StavJo01.htm,Wisconsin,NA,44,613,1031,59.5,7635,7.4,6.7,48,37,129.8,NA
Nate Sudfeld,QB,Indiana,College Stats,6-6,234,5.02,29.0,,105,,,"Washington Redskins,6th,187th pick,2016",2016,Washington Redskins,187,2016,https://www.sports-reference.com/cfb/players/nate-sudfeld-1.html,/players/S/SudfNa00.htm,Indiana,NA,38,593,983,60.3,7879,8.0,8.3,61,20,144.1,1
Carson Wentz,QB,North Dakota State,,6-5,237,4.77,30.5,,118,6.86,4.15,"Philadelphia Eagles,1st,2nd pick,2016",2016,Philadelphia Eagles,2,2016,NA,/players/W/WentCa00.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
Josh Woodrum,QB,Liberty,,6-3,231,4.80,31.0,,116,6.74,4.31,",,,",2016,,,,NA,/players/W/WoodJo01.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Beathard,QB,Iowa,College Stats,6-2,219,,31.0,,113,,,"San Francisco 49ers,3rd,104th pick,2017",2017,San Francisco 49ers,104,2017,https://www.sports-reference.com/cfb/players/cj-beathard-1.html,/players/B/BeatC.00.htm,Iowa,NA,40,454,782,58.1,5562,7.1,7.0,40,19,129.8,8
Joshua Dobbs,QB,Tennessee,College Stats,6-3,216,4.64,33.0,,122,6.75,4.31,"Pittsburgh Steelers,4th,135th pick,2017",2017,Pittsburgh Steelers,135,2017,https://www.sports-reference.com/cfb/players/joshua-dobbs-1.html,/players/D/DobbJo00.htm,Tennessee,NA,37,614,999,61.5,7138,7.1,6.9,53,29,133.2,0
Jerod Evans,QB,Virginia Tech,College Stats,6-3,232,4.80,26.5,,112,,4.41,",,,",2017,,,,https://www.sports-reference.com/cfb/players/jerod-evans-1.html,/players/E/EvanJe01.htm,Virginia Tech,NA,14,268,422,63.5,3552,8.4,8.9,29,8,153.1,NA
Brad Kaaya,QB,Miami (FL),College Stats,6-4,214,,,,,,,"Detroit Lions,6th,215th pick,2017",2017,Detroit Lions,215,2017,https://www.sports-reference.com/cfb/players/brad-kaaya-1.html,/players/K/KaayBr00.htm,Miami (FL),NA,38,720,1188,60.6,9968,8.4,8.6,69,24,146.2,NA
DeShone Kizer,QB,Notre Dame,College Stats,6-4,233,4.83,30.5,,107,7.40,4.53,"Cleveland Browns,2nd,52nd pick,2017",2017,Cleveland Browns,52,2017,https://www.sports-reference.com/cfb/players/deshone-kizer-1.html,/players/K/KizeDe00.htm,Notre Dame,NA,25,422,695,60.7,5805,8.4,8.5,47,19,147.7,6
Trevor Knight,QB,Texas A&M,College Stats,6-1,219,4.54,35.5,,125,7.04,4.14,",,,",2017,,,,https://www.sports-reference.com/cfb/players/trevor-knight-1.html,/players/K/KnigTr00.htm,Texas A&M,NA,35,193,362,53.3,2432,6.7,6.9,19,7,123.2,NA
Mitch Leidner,QB,Minnesota,College Stats,6-3,226,4.93,34.5,,123,6.96,4.25,",,,",2017,,,,https://www.sports-reference.com/cfb/players/mitch-leidner-1.html,/players/L/LeidMi00.htm,Minnesota,NA,47,580,1029,56.4,7287,7.1,6.4,36,32,121.2,NA
Sefo Liufau,QB,Colorado,College Stats,6-3,232,5.08,27.0,,105,7.32,4.45,",,,",2017,,,,https://www.sports-reference.com/cfb/players/sefo-liufau-1.html,/players/L/LiufSe00.htm,Colorado,NA,43,887,1412,62.8,9746,6.9,6.6,60,35,129.9,NA
Patrick Mahomes,QB,Texas Tech,College Stats,6-2,225,4.80,30.0,,114,6.88,4.08,"Kansas City Chiefs,1st,10th pick,2017",2017,Kansas City Chiefs,10,2017,https://www.sports-reference.com/cfb/players/patrick-mahomes-1.html,/players/M/MahoPa00.htm,Texas Tech,NA,32,857,1349,63.5,11252,8.3,8.8,93,29,152.0,54
Nathan Peterman,QB,Pittsburgh,College Stats,6-2,226,4.82,31.0,,110,7.14,4.31,"Buffalo Bills,5th,171st pick,2017",2017,Buffalo Bills,171,2017,https://www.sports-reference.com/cfb/players/nathan-peterman-1.html,/players/P/PeteNa00.htm,Pitt,NA,35,378,619,61.1,5142,8.3,8.7,47,15,151.1,2
Cooper Rush,QB,Central Michigan,College Stats,6-3,228,4.93,27.0,,105,7.23,4.47,",,,",2017,,,,https://www.sports-reference.com/cfb/players/cooper-rush-1.html,/players/R/RushCo00.htm,Central Michigan,NA,50,1022,1648,62.0,12891,7.8,7.4,90,55,139.1,0
Seth Russell,QB,Baylor,College Stats,6-3,213,,,,,,,",,,",2017,,,,https://www.sports-reference.com/cfb/players/seth-russell-1.html,/players/R/RussSe00.htm,Baylor,NA,31,345,606,56.9,5461,9.0,9.7,60,18,159.4,NA
Mitchell Trubisky,QB,North Carolina,College Stats,6-2,222,4.67,27.5,,116,6.87,4.25,"Chicago Bears,1st,2nd pick,2017",2017,Chicago Bears,2,2017,https://www.sports-reference.com/cfb/players/mitch-trubisky-1.html,/players/T/TrubMi00.htm,North Carolina,NA,31,386,572,67.5,4762,8.3,9.0,41,10,157.6,34
Deshaun Watson,QB,Clemson,College Stats,6-2,221,4.66,32.5,,119,6.95,4.31,"Houston Texans,1st,12th pick,2017",2017,Houston Texans,12,2017,https://www.sports-reference.com/cfb/players/deshaun-watson-1.html,/players/W/WatsDe00.htm,Clemson,NA,38,814,1207,67.4,10168,8.4,8.7,90,32,157.5,52
Davis Webb,QB,California,College Stats,6-5,229,4.79,33.0,,118,6.92,4.21,"New York Giants,3rd,87th pick,2017",2017,New York Giants,87,2017,https://www.sports-reference.com/cfb/players/davis-webb-1.html,/players/W/WebbDa00.htm,California,NA,35,382,620,61.6,4295,6.9,7.3,37,12,135.6,NA
Austin Allen,QB,Arkansas,College Stats,6-0,210,4.81,29.5,,112,7.18,4.48,",,,",2018,,,,https://www.sports-reference.com/cfb/players/austin-allen-1.html,NA,Arkansas,NA,27,359,607,59.1,5045,8.3,7.9,36,21,141.6,NA
Josh Allen,QB,Wyoming,College Stats,6-5,237,4.75,33.5,,119,6.90,4.40,"Buffalo Bills,1st,7th pick,2018",2018,Buffalo Bills,7,2018,https://www.sports-reference.com/cfb/players/josh-allen-7.html,/players/A/AlleJo02.htm,Wyoming,NA,27,365,649,56.2,5066,7.8,7.7,44,21,137.7,36
Josh Allen,QB,Wyoming,College Stats,6-5,237,4.75,33.5,,119,6.90,4.40,"Buffalo Bills,1st,7th pick,2018",2018,Buffalo Bills,7,2018,https://www.sports-reference.com/cfb/players/josh-allen-7.html,/players/A/AlleJo03.htm,Wyoming,NA,27,365,649,56.2,5066,7.8,7.7,44,21,137.7,9
J.T. Barrett,QB,Ohio State,College Stats,6-1,224,4.70,30.0,,108,7.38,4.44,",,,",2018,,,,https://www.sports-reference.com/cfb/players/jt-barrett-1.html,/players/B/BarrJ.00.htm,Ohio State,NA,50,769,1211,63.5,9434,7.8,8.4,104,30,152.3,NA
Kurt Benkert,QB,Virginia,College Stats,6-3,218,4.95,31.0,16,112,7.15,4.33,",,,",2018,,,,https://www.sports-reference.com/cfb/players/kurt-benkert-1.html,/players/B/BenkKu01.htm,Virginia,NA,27,526,915,57.5,5759,6.3,6.3,46,20,122.6,NA
Sam Darnold,QB,USC,College Stats,6-3,221,4.85,26.5,,105,6.96,4.40,"New York Jets,1st,3rd pick,2018",2018,New York Jets,3,2018,https://www.sports-reference.com/cfb/players/sam-darnold-1.html,/players/D/DarnSa00.htm,USC,NA,27,549,846,64.9,7229,8.5,8.7,57,22,153.7,15
Danny Etling,QB,LSU,College Stats,6-2,222,4.76,30.5,,114,7.09,4.37,"New England Patriots,7th,219th pick,2018",2018,New England Patriots,219,2018,https://www.sports-reference.com/cfb/players/danny-etling-1.html,/players/E/EtliDa00.htm,LSU,NA,37,325,544,59.7,4586,8.4,8.8,27,7,144.4,NA
Luke Falk,QB,Washington State,College Stats,6-4,215,,26.5,,103,,,"Tennessee Titans,6th,199th pick,2018",2018,Tennessee Titans,199,2018,https://www.sports-reference.com/cfb/players/luke-falk-1.html,/players/F/FalkLu00.htm,Washington State,NA,42,1403,2054,68.3,14481,7.1,7.4,119,39,142.8,1
Riley Ferguson,QB,Memphis,College Stats,6-3,212,4.98,29.0,,110,6.96,4.40,",,,",2018,,,,https://www.sports-reference.com/cfb/players/riley-ferguson-1.html,/players/F/FergRi00.htm,Memphis,NA,26,579,917,63.1,7955,8.7,9.3,70,19,157.1,NA
Quinton Flowers,QB,South Florida,College Stats,5-10,214,4.63,,,112,6.81,4.57,",,,",2018,,,,https://www.sports-reference.com/cfb/players/quinton-flowers-1.html,NA,South Florida,NA,43,565,980,57.7,8124,8.3,8.7,71,23,146.5,NA
Lamar Jackson,QB,Louisville,College Stats,6-2,216,,,,,,,"Baltimore Ravens,1st,32nd pick,2018",2018,Baltimore Ravens,32,2018,https://www.sports-reference.com/cfb/players/lamar-jackson-1.html,/players/J/JackLa00.htm,Louisville,NA,38,619,1086,57.0,9043,8.3,8.5,69,27,142.9,49
Lamar Jackson,QB,Louisville,College Stats,6-2,216,,,,,,,"Baltimore Ravens,1st,32nd pick,2018",2018,Baltimore Ravens,32,2018,https://www.sports-reference.com/cfb/players/lamar-jackson-1.html,/players/J/JackLa01.htm,Louisville,NA,38,619,1086,57.0,9043,8.3,8.5,69,27,142.9,NA
Kyle Lauletta,QB,Richmond,,6-3,222,4.81,31.0,,113,6.95,4.07,"New York Giants,4th,108th pick,2018",2018,New York Giants,108,2018,NA,/players/L/LaulKy00.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Tanner Lee,QB,Nebraska,College Stats,6-4,218,4.98,32.0,,115,7.00,4.41,"Jacksonville Jaguars,6th,203rd pick,2018",2018,Jacksonville Jaguars,203,2018,https://www.sports-reference.com/cfb/players/tanner-lee-1.html,/players/L/LeexTa00.htm,Nebraska,NA,31,246,428,57.5,3143,7.3,6.7,23,16,129.4,NA
Chase Litton,QB,Marshall,College Stats,6-5,230,4.90,29.5,,106,7.49,4.53,",,,",2018,,,,https://www.sports-reference.com/cfb/players/chase-litton-1.html,/players/L/LittCh00.htm,Marshall,NA,34,728,1198,60.8,8335,7.0,7.0,72,31,133.9,NA
Baker Mayfield,QB,Oklahoma,College Stats,6-1,215,4.84,29.0,,111,7.00,4.28,"Cleveland Browns,1st,1st pick,2018",2018,Cleveland Browns,1,2018,https://www.sports-reference.com/cfb/players/baker-mayfield-1.html,/players/M/MayfBa00.htm,Oklahoma,NA,48,808,1157,69.8,12292,10.6,11.9,119,21,189.4,30
Josh Rosen,QB,UCLA,College Stats,6-4,226,4.92,31.0,,111,7.09,4.28,"Arizona Cardinals,1st,10th pick,2018",2018,Arizona Cardinals,10,2018,https://www.sports-reference.com/cfb/players/josh-rosen-1.html,/players/R/RoseJo01.htm,UCLA,NA,30,712,1170,60.9,9340,8.0,8.0,59,26,140.1,3
Mason Rudolph,QB,Oklahoma State,College Stats,6-5,235,4.90,26.0,,,,,"Pittsburgh Steelers,3rd,76th pick,2018",2018,Pittsburgh Steelers,76,2018,https://www.sports-reference.com/cfb/players/mason-rudolph-1.html,/players/R/RudoMa00.htm,Oklahoma State,NA,42,915,1447,63.2,13618,9.4,9.9,92,26,159.7,4
Nic Shimonek,QB,Texas Tech,College Stats,6-3,220,4.88,28.5,,101,7.28,4.32,",,,",2018,,,,https://www.sports-reference.com/cfb/players/nic-shimonek-1.html,NA,Texas Tech,NA,18,367,553,66.4,4445,8.0,8.6,39,11,153.2,NA
Mike White,QB,Western Kentucky,,6-5,224,5.09,27.0,,96,7.40,4.40,"Dallas Cowboys,5th,171st pick,2018",2018,Dallas Cowboys,171,2018,NA,/players/W/WhitMi01.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Woodside,QB,Toledo,College Stats,6-1,213,4.79,31.5,,103,6.94,4.15,"Cincinnati Bengals,7th,249th pick,2018",2018,Cincinnati Bengals,249,2018,https://www.sports-reference.com/cfb/players/logan-woodside-1.html,/players/W/WoodLo00.htm,Toledo,NA,43,759,1166,65.1,10514,9.0,9.6,93,25,162.9,0
Jake Browning,QB,Washington,College Stats,6-2,211,4.74,29.0,,112,7.19,4.44,",,,",2019,,,,https://www.sports-reference.com/cfb/players/jake-browning-1.html,/players/B/BrowJa07.htm,Washington,NA,53,958,1484,64.6,12296,8.3,8.5,94,34,150.5,NA
Ryan Finley,QB,North Carolina State,College Stats,6-4,213,4.73,30.5,,116,7.20,4.20,"Cincinnati Bengals,4th,104th pick,2019",2019,Cincinnati Bengals,104,2019,https://www.sports-reference.com/cfb/players/ryan-finley-1.html,/players/F/FinlRy00.htm,North Carolina State,NA,46,880,1364,64.5,10501,7.7,7.8,60,25,140.0,2
Nick Fitzgerald,QB,Mississippi State,College Stats,6-5,226,4.64,29.5,,115,,,",,,",2019,,,,https://www.sports-reference.com/cfb/players/nick-fitzgerald-2.html,/players/F/FitzNi00.htm,Mississippi State,NA,44,511,942,54.2,6207,6.6,6.3,55,30,122.5,NA
Will Grier,QB,West Virginia,College Stats,6-2,217,4.84,34.0,,112,7.09,4.28,"Carolina Panthers,3rd,100th pick,2019",2019,Carolina Panthers,100,2019,https://www.sports-reference.com/cfb/players/will-grier-1.html,/players/G/GrieWi00.htm,West Virginia,NA,28,516,785,65.7,7354,9.4,10.0,71,20,169.2,1
Dwayne Haskins,QB,Ohio State,College Stats,6-3,231,5.04,28.5,,,,,"Washington Redskins,1st,15th pick,2019",2019,Washington Redskins,15,2019,https://www.sports-reference.com/cfb/players/dwayne-haskins-1.html,/players/H/HaskDw00.htm,Ohio State,NA,22,413,590,70.0,5396,9.1,10.3,54,9,174.0,3
